branch_and_bound_dfs,8,100,0.463991
branch_and_bound_dfs,8,100,0.222667
branch_and_bound_dfs,8,100,0.1772
branch_and_bound_dfs,8,10,0.172683
branch_and_bound_dfs,8,100,0.0625112
branch_and_bound_dfs,10,100,2.29294
branch_and_bound_dfs,3,100,0.00129429
branch_and_bound_dfs,4,100,0.00296625
branch_and_bound_dfs,5,100,0.0218734
branch_and_bound_dfs,6,100,0.0304629
branch_and_bound_dfs,7,100,0.114598
branch_and_bound_dfs,8,100,0.347961
branch_and_bound_dfs,9,100,0.187349
branch_and_bound_dfs,3,1000,0.000874684
branch_and_bound_dfs,4,1000,0.0056221
branch_and_bound_dfs,5,1000,0.00541964
branch_and_bound_dfs,6,1000,0.0417665
branch_and_bound_dfs,7,1000,0.0926353
branch_and_bound_dfs,8,1000,0.178416
branch_and_bound_dfs,9,1000,0.165499
branch_and_bound_dfs,3,10000,0.00118982
branch_and_bound_dfs,4,10000,0.00290092
branch_and_bound_dfs,5,10000,0.0121188
branch_and_bound_dfs,6,10000,0.0457475
branch_and_bound_dfs,7,10000,0.0901576
branch_and_bound_dfs,8,10000,0.251207
branch_and_bound_dfs,9,10000,0.506387
branch_and_bound_dfs,9,1,0.306333
branch_and_bound_dfs,9,1,5.44708
branch_and_bound_dfs,9,1,0.176625
branch_and_bound_dfs,9,1,8.16788
branch_and_bound_dfs,9,1,2.78846
branch_and_bound_dfs,9,1,21.1292
